"country","year","UNSD_treat","UNSD_con"
"Cuba",2006,24,36.8
"Cuba",2007,24,37.1
"Cuba",2008,24,35.9
"Cuba",2009,24,35.9
"Cyprus",1990,-9999,-9999
"Cyprus",1995,8,8
"Cyprus",1996,11,11
"Cyprus",1997,12,12
"Cyprus",1998,13,13
"Cyprus",1999,13,13
"Cyprus",2000,14,14
"Cyprus",2001,16,16
"Cyprus",2002,18,18
"Cyprus",2003,23,23
"Cyprus",2004,28,28
"Cyprus",2005,30,30
"Cyprus",2006,-9999,-9999
"Cyprus",2007,-9999,-9999
"Cyprus",2008,-9999,-9999
"Cyprus",2009,-9999,-9999
"Czech Republic",1990,50,73
"Czech Republic",1995,56,73
"Czech Republic",1996,60,73
"Czech Republic",1997,62,74
"Czech Republic",1998,62,74
"Czech Republic",1999,62,75
"Czech Republic",2000,64,75
"Czech Republic",2001,65,75
"Czech Republic",2002,70,77
"Czech Republic",2003,71,78
"Czech Republic",2004,71,78
"Czech Republic",2005,73,79
"Czech Republic",2006,74,80
"Czech Republic",2007,75,81
"Czech Republic",2008,76,81
"Czech Republic",2009,-9999,-9999
"Dem. Rep. Congo",1990,-9999,-9999
"Dem. Rep. Congo",1995,-9999,-9999
"Dem. Rep. Congo",1996,-9999,-9999
"Dem. Rep. Congo",1997,-9999,-9999
"Dem. Rep. Congo",1998,-9999,-9999
"Dem. Rep. Congo",1999,-9999,-9999
"Dem. Rep. Congo",2000,-9999,-9999
"Dem. Rep. Congo",2001,-9999,-9999
"Dem. Rep. Congo",2002,-9999,-9999
"Dem. Rep. Congo",2003,-9999,-9999
"Dem. Rep. Congo",2004,-9999,-9999
"Dem. Rep. Congo",2005,-9999,-9999
"Dem. Rep. Congo",2006,-9999,-9999
"Dem. Rep. Congo",2007,-9999,-9999
"Dem. Rep. Congo",2008,-9999,-9999
"Dem. Rep. Congo",2009,-9999,-9999
"Denmark",1990,85,86
"Denmark",1995,87,87
"Denmark",1996,87,87
"Denmark",1997,88,88
"Denmark",1998,89,89
"Denmark",1999,-9999,-9999
"Denmark",2000,-9999,-9999
"Denmark",2001,-9999,-9999
"Denmark",2002,87.9,87.9
"Denmark",2003,-9999,-9999
"Denmark",2004,-9999,-9999
"Denmark",2005,-9999,-9999
"Denmark",2006,-9999,-9999
"Denmark",2007,-9999,-9999
"Denmark",2008,-9999,-9999
"Denmark",2009,-9999,-9999
"Djibouti",1990,-9999,-9999
"Djibouti",1995,-9999,-9999
"Djibouti",1996,-9999,-9999
"Djibouti",1997,-9999,-9999
"Djibouti",1998,-9999,-9999
"Djibouti",1999,-9999,-9999
"Djibouti",2000,-9999,-9999
"Djibouti",2001,-9999,-9999
"Djibouti",2002,-9999,-9999
"Djibouti",2003,-9999,-9999
"Djibouti",2004,-9999,-9999
"Djibouti",2005,-9999,-9999
"Djibouti",2006,-9999,-9999
"Djibouti",2007,-9999,-9999
"Djibouti",2008,-9999,-9999
"Djibouti",2009,-9999,-9999
"Dominica",1990,-9999,-9999
"Dominica",1995,-9999,-9999
"Dominica",1996,-9999,-9999
"Dominica",1997,-9999,-9999
"Dominica",1998,-9999,-9999
"Dominica",1999,-9999,-9999
"Dominica",2000,-9999,-9999
"Dominica",2001,-9999,-9999
"Dominica",2002,-9999,-9999
"Dominica",2003,-9999,-9999
"Dominica",2004,-9999,-9999
"Dominica",2005,13,23
"Dominica",2006,-9999,-9999
"Dominica",2007,-9999,-9999
"Dominica",2008,-9999,-9999
"Dominica",2009,-9999,-9999
"Dominican Republic",1990,-9999,-9999
"Dominican Republic",1995,-9999,-9999
"Dominican Republic",1996,-9999,-9999
"Dominican Republic",1997,-9999,-9999
"Dominican Republic",1998,-9999,-9999
"Dominican Republic",1999,-9999,-9999
"Dominican Republic",2000,-8888,31.4
"Dominican Republic",2001,-9999,-9999
"Dominican Republic",2002,-9999,-9999
"Dominican Republic",2003,-9999,-9999
"Dominican Republic",2004,-9999,-9999
"Dominican Republic",2005,12,-8888
"Dominican Republic",2006,-9999,-9999
"Dominican Republic",2007,-9999,-9999
"Dominican Republic",2008,-9999,-9999
"Dominican Republic",2009,-9999,-9999
"Ecuador",1990,-9999,-9999
"Ecuador",1995,-9999,-9999
"Ecuador",1996,-9999,-9999
"Ecuador",1997,-9999,-9999
"Ecuador",1998,-9999,-9999
"Ecuador",1999,-9999,-9999
"Ecuador",2000,-9999,-9999
"Ecuador",2001,-9999,-9999
"Ecuador",2002,-9999,-9999
"Ecuador",2003,-9999,-9999
"Ecuador",2004,-9999,-9999
"Ecuador",2005,-9999,-9999
"Ecuador",2006,-9999,-9999
"Ecuador",2007,-9999,-9999
"Ecuador",2008,-9999,-9999
"Ecuador",2009,-9999,-9999
"Egypt",1990,-9999,-9999
"Egypt",1995,-9999,-9999
"Egypt",1996,-9999,-9999
"Egypt",1997,-9999,-9999
"Egypt",1998,-9999,-9999
"Egypt",1999,-9999,-9999
"Egypt",2000,-9999,-9999
"Egypt",2001,-9999,-9999
"Egypt",2002,-9999,-9999
"Egypt",2003,-9999,-9999
"Egypt",2004,-9999,-9999
"Egypt",2005,-9999,-9999
"Egypt",2006,-9999,-9999
"Egypt",2007,-9999,-9999
"Egypt",2008,-9999,-9999
"Egypt",2009,-9999,-9999
"El Salvador",1990,-9999,-9999
"El Salvador",1995,-9999,-9999
"El Salvador",1996,-9999,-9999
"El Salvador",1997,-9999,-9999
"El Salvador",1998,-9999,-9999
"El Salvador",1999,-9999,-9999
"El Salvador",2000,-9999,-9999
"El Salvador",2001,-9999,-9999
"El Salvador",2002,-9999,-9999
"El Salvador",2003,-9999,-9999
"El Salvador",2004,-9999,-9999
"El Salvador",2005,-9999,-9999
"El Salvador",2006,-9999,-9999
"El Salvador",2007,-9999,-9999
"El Salvador",2008,-9999,-9999
"El Salvador",2009,-9999,-9999
"Equatorial Guinea",1990,-9999,-9999
"Equatorial Guinea",1995,-9999,-9999
"Equatorial Guinea",1996,-9999,-9999
"Equatorial Guinea",1997,-9999,-9999
"Equatorial Guinea",1998,-9999,-9999
"Equatorial Guinea",1999,-9999,-9999
"Equatorial Guinea",2000,-9999,-9999
"Equatorial Guinea",2001,-9999,-9999
"Equatorial Guinea",2002,-9999,-9999
"Equatorial Guinea",2003,-9999,-9999
"Equatorial Guinea",2004,-9999,-9999
"Equatorial Guinea",2005,-9999,-9999
"Equatorial Guinea",2006,-9999,-9999
"Equatorial Guinea",2007,-9999,-9999
"Equatorial Guinea",2008,-9999,-9999
"Equatorial Guinea",2009,-9999,-9999
"Eritrea",1990,-9999,-9999
"Eritrea",1995,-9999,-9999
"Eritrea",1996,-9999,-9999
"Eritrea",1997,-9999,-9999
"Eritrea",1998,-9999,-9999
"Eritrea",1999,-9999,-9999
"Eritrea",2000,-9999,-9999
"Eritrea",2001,-9999,-9999
"Eritrea",2002,-9999,-9999
"Eritrea",2003,-9999,-9999
"Eritrea",2004,-9999,-9999
"Eritrea",2005,-9999,-9999
"Eritrea",2006,-9999,-9999
"Eritrea",2007,-9999,-9999
"Eritrea",2008,-9999,-9999
"Eritrea",2009,-9999,-9999
"Estonia",1990,68,77
"Estonia",1995,72,77
"Estonia",1996,72,77
"Estonia",1997,72,77
"Estonia",1998,69,70
"Estonia",1999,69,70
"Estonia",2000,69,70
"Estonia",2001,69,70
"Estonia",2002,70,72
"Estonia",2003,70,72
"Estonia",2004,72,73
"Estonia",2005,74,74
"Estonia",2006,74,74
"Estonia",2007,74,74
"Estonia",2008,80,81
"Estonia",2009,80,81
"Ethiopia",1990,-9999,-9999
"Ethiopia",1995,-9999,-9999
"Ethiopia",1996,-9999,-9999
"Ethiopia",1997,-9999,-9999
"Ethiopia",1998,-9999,-9999
"Ethiopia",1999,-9999,-9999
"Ethiopia",2000,-9999,-9999
"Ethiopia",2001,-9999,-9999
"Ethiopia",2002,-9999,-9999
"Ethiopia",2003,-9999,-9999
"Ethiopia",2004,-9999,-9999
"Ethiopia",2005,-9999,-9999
"Ethiopia",2006,-9999,-9999
"Ethiopia",2007,-9999,-9999
"Ethiopia",2008,-9999,-9999
"Ethiopia",2009,-9999,-9999
"Faeroe Islands",1990,-9999,-9999
"Faeroe Islands",1995,-9999,-9999
"Faeroe Islands",1996,-9999,-9999
"Faeroe Islands",1997,-9999,-9999
"Faeroe Islands",1998,-9999,-9999
"Faeroe Islands",1999,-9999,-9999
"Faeroe Islands",2000,-9999,-9999
"Faeroe Islands",2001,-9999,-9999
"Faeroe Islands",2002,-9999,-9999
"Faeroe Islands",2003,-9999,-9999
"Faeroe Islands",2004,-9999,-9999
"Faeroe Islands",2005,-9999,-9999
"Faeroe Islands",2006,-9999,-9999
"Faeroe Islands",2007,-9999,-9999
"Faeroe Islands",2008,-9999,-9999
"Faeroe Islands",2009,-9999,-9999
"Falkland Islands",1990,-9999,-9999
"Falkland Islands",1995,-9999,-9999
"Falkland Islands",1996,-9999,-9999
"Falkland Islands",1997,-9999,-9999
"Falkland Islands",1998,-9999,-9999
"Falkland Islands",1999,-9999,-9999
"Falkland Islands",2000,-9999,-9999
"Falkland Islands",2001,-9999,-9999
"Falkland Islands",2002,-9999,-9999
"Falkland Islands",2003,-9999,-9999
"Falkland Islands",2004,-9999,-9999
"Falkland Islands",2005,-9999,-9999
"Falkland Islands",2006,-9999,-9999
"Falkland Islands",2007,-9999,-9999
"Falkland Islands",2008,-9999,-9999
"Falkland Islands",2009,-9999,-9999
"Fiji",1990,-9999,-9999
"Fiji",1995,-9999,-9999
"Fiji",1996,-9999,-9999
"Fiji",1997,-9999,-9999
"Fiji",1998,-9999,-9999
"Fiji",1999,-9999,-9999
"Fiji",2000,-9999,-9999
"Fiji",2001,-9999,-9999
"Fiji",2002,-9999,-9999
"Fiji",2003,-9999,-9999
"Fiji",2004,-9999,-9999
"Fiji",2005,-9999,-9999
"Fiji",2006,-9999,-9999
"Fiji",2007,-9999,-9999
"Fiji",2008,-9999,-9999
"Fiji",2009,-9999,-9999
"Finland",1990,76,76
"Finland",1995,77,78
"Finland",1996,78,78
"Finland",1997,78,78
"Finland",1998,79,79
"Finland",1999,80,80
"Finland",2000,80,80
"Finland",2001,81,81
"Finland",2002,81,81
"Finland",2003,-9999,-9999
"Finland",2004,-9999,-9999
"Finland",2005,-9999,-9999
"Finland",2006,-9999,-9999
"Finland",2007,-9999,-9999
"Finland",2008,-9999,-9999
"Finland",2009,-9999,-9999
"France",1990,69,-8888
"France",1995,77,81
"France",1996,-9999,-9999
"France",1997,-9999,-9999
"France",1998,77,79
"France",1999,-8888,79
"France",2000,-9999,-9999
"France",2001,79,82
"France",2002,-9999,-9999
"France",2003,-9999,-9999
"France",2004,80,82
"France",2005,-9999,-9999
"France",2006,-9999,-9999
"France",2007,-9999,-9999
"France",2008,-9999,-9999
"France",2009,-9999,-9999
"French Guiana",1990,-9999,-9999
"French Guiana",1995,-9999,-9999
"French Guiana",1996,-9999,-9999
"French Guiana",1997,-9999,-9999
"French Guiana",1998,0,12.1
"French Guiana",1999,-9999,-9999
"French Guiana",2000,-9999,-9999
"French Guiana",2001,27.8,49.2
"French Guiana",2002,-9999,-9999
"French Guiana",2003,-9999,-9999
"French Guiana",2004,44,46.9
"French Guiana",2005,-9999,-9999
"French Guiana",2006,-9999,-9999
"French Guiana",2007,-9999,-9999
"French Guiana",2008,-9999,-9999
"French Guiana",2009,-9999,-9999
"French Polynesia",1990,-9999,-9999
"French Polynesia",1995,-9999,-9999
"French Polynesia",1996,-9999,-9999
"French Polynesia",1997,-9999,-9999
"French Polynesia",1998,-9999,-9999
"French Polynesia",1999,-9999,-9999
"French Polynesia",2000,-9999,-9999
"French Polynesia",2001,-9999,-9999
"French Polynesia",2002,-9999,-9999
"French Polynesia",2003,-9999,-9999
"French Polynesia",2004,-9999,-9999
"French Polynesia",2005,-9999,-9999
"French Polynesia",2006,-9999,-9999
"French Polynesia",2007,-9999,-9999
"French Polynesia",2008,-9999,-9999
"French Polynesia",2009,-9999,-9999
"Gabon",1990,-9999,-9999
"Gabon",1995,-9999,-9999
"Gabon",1996,-9999,-9999
"Gabon",1997,-9999,-9999
"Gabon",1998,-9999,-9999
"Gabon",1999,-9999,-9999
"Gabon",2000,-9999,-9999
"Gabon",2001,-9999,-9999
"Gabon",2002,-9999,-9999
"Gabon",2003,-9999,-9999
"Gabon",2004,-9999,-9999
"Gabon",2005,-9999,-9999
"Gabon",2006,-9999,-9999
"Gabon",2007,-9999,-9999
"Gabon",2008,-9999,-9999
"Gabon",2009,-9999,-9999
"Gambia",1990,-9999,-9999
"Gambia",1995,-9999,-9999
"Gambia",1996,-9999,-9999
"Gambia",1997,-9999,-9999
"Gambia",1998,-9999,-9999
"Gambia",1999,-9999,-9999
"Gambia",2000,-9999,-9999
"Gambia",2001,-9999,-9999
"Gambia",2002,-9999,-9999
"Gambia",2003,-9999,-9999
"Gambia",2004,-9999,-9999
"Gambia",2005,-9999,-9999
"Gambia",2006,-9999,-9999
"Gambia",2007,-9999,-9999
"Gambia",2008,-9999,-9999
"Gambia",2009,-9999,-9999
"Georgia",1990,-9999,-9999
"Georgia",1995,-9999,-9999
"Georgia",1996,-9999,-9999
"Georgia",1997,-9999,-9999
"Georgia",1998,-9999,-9999
"Georgia",1999,-9999,-9999
"Georgia",2000,-9999,-9999
"Georgia",2001,-9999,-9999
"Georgia",2002,-9999,-9999
"Georgia",2003,-9999,-9999
"Georgia",2004,-9999,-9999
"Georgia",2005,-9999,-9999
"Georgia",2006,-9999,-9999
"Georgia",2007,-9999,-9999
"Georgia",2008,-9999,-9999
"Georgia",2009,-9999,-9999
"Germany",1990,-9999,-9999
"Germany",1995,88,92
"Germany",1996,-9999,-9999
"Germany",1997,-9999,-9999
"Germany",1998,91,93
"Germany",1999,-9999,-9999
"Germany",2000,-9999,-9999
"Germany",2001,93,94
"Germany",2002,-9999,-9999
"Germany",2003,-9999,-9999
"Germany",2004,94,95
"Germany",2005,-8888,97
"Germany",2006,-9999,-9999
"Germany",2007,95,96
"Germany",2008,-9999,-9999
"Germany",2009,-9999,-9999
"Ghana",1990,-9999,-9999
"Ghana",1995,-9999,-9999
"Ghana",1996,-9999,-9999
"Ghana",1997,-9999,-9999
"Ghana",1998,-9999,-9999
"Ghana",1999,-9999,-9999
"Ghana",2000,-9999,-9999
"Ghana",2001,-9999,-9999
"Ghana",2002,-9999,-9999
"Ghana",2003,-9999,-9999
"Ghana",2004,-9999,-9999
"Ghana",2005,-9999,-9999
"Ghana",2006,-9999,-9999
"Ghana",2007,-9999,-9999
"Ghana",2008,-9999,-9999
"Ghana",2009,-9999,-9999
"Gibraltar",1990,-9999,-9999
"Gibraltar",1995,-9999,-9999
"Gibraltar",1996,-9999,-9999
"Gibraltar",1997,-9999,-9999
"Gibraltar",1998,-9999,-9999
"Gibraltar",1999,-9999,-9999
"Gibraltar",2000,-9999,-9999
"Gibraltar",2001,-9999,-9999
"Gibraltar",2002,-9999,-9999
"Gibraltar",2003,-9999,-9999
"Gibraltar",2004,-9999,-9999
"Gibraltar",2005,-9999,-9999
"Gibraltar",2006,-9999,-9999
"Gibraltar",2007,-9999,-9999
"Gibraltar",2008,-9999,-9999
"Gibraltar",2009,-9999,-9999
"Greece",1990,-9999,-9999
"Greece",1995,55,-8888
"Greece",1996,-9999,-9999
"Greece",1997,56,-8888
"Greece",1998,-9999,-9999
"Greece",1999,-9999,-9999
"Greece",2000,-9999,-9999
"Greece",2001,-9999,-9999
"Greece",2002,-9999,-9999
"Greece",2003,-9999,-9999
"Greece",2004,-9999,-9999
"Greece",2005,-9999,-9999
"Greece",2006,-9999,-9999
"Greece",2007,85,85
"Greece",2008,-9999,-9999
"Greece",2009,87,87
"Greenland",1990,-9999,-9999
"Greenland",1995,-9999,-9999
"Greenland",1996,-9999,-9999
"Greenland",1997,-9999,-9999
"Greenland",1998,-9999,-9999
"Greenland",1999,-9999,-9999
"Greenland",2000,-9999,-9999
"Greenland",2001,-9999,-9999
"Greenland",2002,-9999,-9999
"Greenland",2003,-9999,-9999
"Greenland",2004,-9999,-9999
"Greenland",2005,-9999,-9999
"Greenland",2006,-9999,-9999
"Greenland",2007,-9999,-9999
"Greenland",2008,-9999,-9999
"Greenland",2009,-9999,-9999
"Grenada",1990,-9999,-9999
"Grenada",1995,-9999,-9999
"Grenada",1996,-9999,-9999
"Grenada",1997,-9999,-9999
"Grenada",1998,-9999,-9999
"Grenada",1999,-9999,-9999
"Grenada",2000,-9999,-9999
"Grenada",2001,-9999,-9999
"Grenada",2002,-9999,-9999
"Grenada",2003,-9999,-9999
"Grenada",2004,-9999,-9999
"Grenada",2005,-9999,-9999
"Grenada",2006,-9999,-9999
"Grenada",2007,-9999,-9999
"Grenada",2008,-9999,-9999
"Grenada",2009,-9999,-9999
"Guadeloupe",1990,-9999,-9999
"Guadeloupe",1995,-9999,-9999
"Guadeloupe",1996,-9999,-9999
"Guadeloupe",1997,-9999,-9999
"Guadeloupe",1998,-9999,-9999
"Guadeloupe",1999,-9999,-9999
"Guadeloupe",2000,-9999,-9999
"Guadeloupe",2001,40.1,40.5
"Guadeloupe",2002,-9999,-9999
"Guadeloupe",2003,-9999,-9999
"Guadeloupe",2004,38.9,39.3
"Guadeloupe",2005,-9999,-9999
"Guadeloupe",2006,-9999,-9999
"Guadeloupe",2007,-9999,-9999
"Guadeloupe",2008,-9999,-9999
"Guadeloupe",2009,-9999,-9999
"Guam",1990,-9999,-9999
"Guam",1995,-9999,-9999
"Guam",1996,-9999,-9999
"Guam",1997,-9999,-9999
"Guam",1998,-9999,-9999
"Guam",1999,-9999,-9999
"Guam",2000,-9999,-9999
"Guam",2001,-9999,-9999
"Guam",2002,-9999,-9999
"Guam",2003,-9999,-9999
"Guam",2004,-9999,-9999
"Guam",2005,-9999,-9999
"Guam",2006,-9999,-9999
"Guam",2007,-9999,-9999
"Guam",2008,-9999,-9999
"Guam",2009,-9999,-9999
"Guatemala",1990,-9999,-9999
"Guatemala",1995,-8888,29.5
"Guatemala",1996,-9999,-9999
"Guatemala",1997,-9999,-9999
"Guatemala",1998,-9999,-9999
"Guatemala",1999,-9999,-9999
"Guatemala",2000,-9999,-9999
"Guatemala",2001,-9999,-9999
"Guatemala",2002,-8888,41.9
"Guatemala",2003,-9999,-9999
"Guatemala",2004,-9999,-9999
"Guatemala",2005,-9999,-9999
"Guatemala",2006,-8888,65.2
"Guatemala",2007,-9999,-9999
"Guatemala",2008,-9999,-9999
"Guatemala",2009,-9999,-9999
"Guinea",1990,-9999,-9999
"Guinea",1995,-9999,-9999
"Guinea",1996,-9999,-9999
"Guinea",1997,-9999,-9999
"Guinea",1998,-9999,-9999
"Guinea",1999,-9999,-9999
"Guinea",2000,-9999,-9999
"Guinea",2001,-9999,-9999
"Guinea",2002,-9999,-9999
"Guinea",2003,-9999,-9999
"Guinea",2004,-9999,-9999
"Guinea",2005,10,10
"Guinea",2006,10,10
"Guinea",2007,10,10
"Guinea",2008,11,11
"Guinea",2009,11,11
"Guinea-Bissau",1990,-9999,-9999
"Guinea-Bissau",1995,-9999,-9999
"Guinea-Bissau",1996,-9999,-9999
"Guinea-Bissau",1997,-9999,-9999
"Guinea-Bissau",1998,-9999,-9999
"Guinea-Bissau",1999,-9999,-9999
"Guinea-Bissau",2000,-9999,-9999
"Guinea-Bissau",2001,-9999,-9999
"Guinea-Bissau",2002,-9999,-9999
"Guinea-Bissau",2003,-9999,-9999
"Guinea-Bissau",2004,-9999,-9999
"Guinea-Bissau",2005,-9999,-9999
"Guinea-Bissau",2006,-9999,-9999
"Guinea-Bissau",2007,-9999,-9999
"Guinea-Bissau",2008,-9999,-9999
"Guinea-Bissau",2009,-9999,-9999
"Guyana",1990,0,-8888
"Guyana",1995,0,-8888
"Guyana",1996,-9999,-9999
"Guyana",1997,-9999,-9999
"Guyana",1998,-9999,-9999
"Guyana",1999,-9999,-9999
"Guyana",2000,0,-8888
"Guyana",2001,0,-8888
"Guyana",2002,0,-8888
"Guyana",2003,0,-8888
"Guyana",2004,0,-8888
"Guyana",2005,0,-8888
"Guyana",2006,0,-8888
"Guyana",2007,0,-8888
"Guyana",2008,0,-8888
"Guyana",2009,0,7.2
"Haiti",1990,-9999,-9999
"Haiti",1995,-9999,-9999
"Haiti",1996,-9999,-9999
"Haiti",1997,-9999,-9999
"Haiti",1998,-9999,-9999
"Haiti",1999,-9999,-9999
"Haiti",2000,-9999,-9999
"Haiti",2001,-9999,-9999
"Haiti",2002,-9999,-9999
"Haiti",2003,-9999,-9999
"Haiti",2004,-9999,-9999
"Haiti",2005,-9999,-9999
"Haiti",2006,-9999,-9999
"Haiti",2007,-9999,-9999
"Haiti",2008,-9999,-9999
"Haiti",2009,-9999,-9999
"Holy See",1990,-9999,-9999
"Holy See",1995,-9999,-9999
"Holy See",1996,-9999,-9999
"Holy See",1997,-9999,-9999
"Holy See",1998,-9999,-9999
"Holy See",1999,-9999,-9999
"Holy See",2000,-9999,-9999
"Holy See",2001,-9999,-9999
"Holy See",2002,-9999,-9999
"Holy See",2003,-9999,-9999
"Holy See",2004,-9999,-9999
"Holy See",2005,-9999,-9999
"Holy See",2006,-9999,-9999
"Holy See",2007,-9999,-9999
"Holy See",2008,-9999,-9999
"Holy See",2009,-9999,-9999
"Honduras",1990,-9999,-9999
"Honduras",1995,-9999,-9999
"Honduras",1996,-9999,-9999
"Honduras",1997,-9999,-9999
"Honduras",1998,-9999,-9999
"Honduras",1999,-9999,-9999
"Honduras",2000,-9999,-9999
"Honduras",2001,-9999,-9999
"Honduras",2002,-9999,-9999
"Honduras",2003,-9999,-9999
"Honduras",2004,-9999,-9999
"Honduras",2005,-9999,-9999
"Honduras",2006,-9999,-9999
"Honduras",2007,-9999,-9999
"Honduras",2008,-9999,-9999
"Honduras",2009,-9999,-9999
"Hong Kong",1990,-9999,-9999
"Hong Kong",1995,-9999,-9999
"Hong Kong",1996,-9999,-9999
"Hong Kong",1997,-9999,-9999
"Hong Kong",1998,-9999,-9999
"Hong Kong",1999,91.3,91.3
"Hong Kong",2000,92.7,92.7
"Hong Kong",2001,94.8,94.8
"Hong Kong",2002,94.2,94.2
"Hong Kong",2003,94.6,94.6
"Hong Kong",2004,92.3,92.3
"Hong Kong",2005,92.9,92.9
"Hong Kong",2006,93.2,93.2
"Hong Kong",2007,93.2,93.2
"Hong Kong",2008,93.3,93.3
"Hong Kong",2009,93.2,93.2
"Hungary",1990,20,43
"Hungary",1995,21,44
"Hungary",1996,22,45
"Hungary",1997,24,46
"Hungary",1998,26,48
"Hungary",1999,29,49
"Hungary",2000,46,51
"Hungary",2001,50,54
"Hungary",2002,57,62
"Hungary",2003,59,-8888
"Hungary",2004,62,-8888
"Hungary",2005,54,62
"Hungary",2006,57,65
"Hungary",2007,-9999,-9999
"Hungary",2008,-9999,-9999
"Hungary",2009,-9999,-9999
"Iceland",1990,2,90
"Iceland",1995,4,90
"Iceland",1996,4,90
"Iceland",1997,4,90
"Iceland",1998,8,90
"Iceland",1999,16,90
"Iceland",2000,33,90
"Iceland",2001,33,90
"Iceland",2002,50,90
"Iceland",2003,50,90
"Iceland",2004,50,90
"Iceland",2005,57,90
"Iceland",2006,-9999,-9999
"Iceland",2007,-9999,-9999
"Iceland",2008,-9999,-9999
"Iceland",2009,-9999,-9999
"India",1990,-9999,-9999
"India",1995,-9999,-9999
"India",1996,-9999,-9999
"India",1997,-9999,-9999
"India",1998,-9999,-9999
"India",1999,-9999,-9999
"India",2000,-9999,-9999
"India",2001,-9999,-9999
"India",2002,-9999,-9999
"India",2003,-9999,-9999
"India",2004,-9999,-9999
"India",2005,-9999,-9999
"India",2006,-9999,-9999
"India",2007,-9999,-9999
"India",2008,-9999,-9999
"India",2009,-9999,-9999
"Indonesia",1990,-9999,-9999
"Indonesia",1995,-9999,-9999
"Indonesia",1996,-9999,-9999
"Indonesia",1997,-9999,-9999
"Indonesia",1998,-9999,-9999
"Indonesia",1999,-9999,-9999
"Indonesia",2000,-9999,-9999
"Indonesia",2001,-9999,-9999
"Indonesia",2002,-9999,-9999
"Indonesia",2003,-9999,-9999
"Indonesia",2004,-9999,-9999
"Indonesia",2005,-9999,-9999
"Indonesia",2006,-9999,-9999
"Indonesia",2007,-9999,-9999
"Indonesia",2008,-9999,-9999
"Indonesia",2009,-9999,-9999
"Iran",1990,-9999,-9999
"Iran",1995,-9999,-9999
"Iran",1996,-9999,-9999
"Iran",1997,-9999,-9999
"Iran",1998,-9999,-9999
"Iran",1999,-9999,-9999
"Iran",2000,-9999,-9999
"Iran",2001,-9999,-9999
"Iran",2002,-9999,-9999
"Iran",2003,-9999,-9999
"Iran",2004,-9999,-9999
"Iran",2005,-9999,-9999
"Iran",2006,-9999,-9999
"Iran",2007,-9999,-9999
"Iran",2008,-9999,-9999
"Iran",2009,-9999,-9999
"Iraq",1990,-9999,-9999
"Iraq",1995,-9999,-9999
"Iraq",1996,-9999,-9999
"Iraq",1997,-9999,-9999
"Iraq",1998,-9999,-9999
"Iraq",1999,-9999,-9999
"Iraq",2000,-9999,-9999
"Iraq",2001,-9999,-9999
"Iraq",2002,-9999,-9999
"Iraq",2003,-9999,-9999
"Iraq",2004,-9999,-9999
"Iraq",2005,25.7,25.7
"Iraq",2006,-9999,-9999
"Iraq",2007,-9999,-9999
"Iraq",2008,-8888,26
"Iraq",2009,-9999,-9999
"Ireland",1990,44,66
"Ireland",1995,58,100
"Ireland",1996,-9999,-9999
"Ireland",1997,61,100
"Ireland",1998,-9999,-9999
"Ireland",1999,66,93
"Ireland",2000,73,100
"Ireland",2001,70,93
"Ireland",2002,-9999,-9999
"Ireland",2003,-9999,-9999
"Ireland",2004,-9999,-9999
"Ireland",2005,84,95
"Ireland",2006,-9999,-9999
"Ireland",2007,-9999,-9999
"Ireland",2008,-9999,-9999
"Ireland",2009,-9999,-9999
"Isle of Man",1990,-9999,-9999
"Isle of Man",1995,-9999,-9999
"Isle of Man",1996,-9999,-9999
"Isle of Man",1997,-9999,-9999
"Isle of Man",1998,-9999,-9999
"Isle of Man",1999,-9999,-9999
"Isle of Man",2000,-9999,-9999
"Isle of Man",2001,-9999,-9999
"Isle of Man",2002,-9999,-9999
"Isle of Man",2003,-9999,-9999
"Isle of Man",2004,-9999,-9999
"Isle of Man",2005,-9999,-9999
"Isle of Man",2006,-9999,-9999
"Isle of Man",2007,-9999,-9999
"Isle of Man",2008,-9999,-9999
"Isle of Man",2009,-9999,-9999
"Israel",1990,-9999,-9999
"Israel",1995,-9999,-9999
"Israel",1996,-9999,-9999
"Israel",1997,-9999,-9999
"Israel",1998,-9999,-9999
"Israel",1999,-9999,-9999
"Israel",2000,84.6,89.6
"Israel",2001,-9999,-9999
"Israel",2002,-9999,-9999
"Israel",2003,-9999,-9999
"Israel",2004,-9999,-9999
"Israel",2005,88.7,92.2
"Israel",2006,89.6,92.8
"Israel",2007,91,93.8
"Israel",2008,-9999,-9999
"Israel",2009,-9999,-9999
"Italy",1990,61,-8888
"Italy",1995,63,-8888
"Italy",1996,-9999,-9999
"Italy",1997,-9999,-9999
"Italy",1998,-9999,-9999
"Italy",1999,69,-8888
"Italy",2000,-9999,-9999
"Italy",2001,-9999,-9999
"Italy",2002,-9999,-9999
"Italy",2003,-9999,-9999
"Italy",2004,-9999,-9999
"Italy",2005,-8888,94
"Italy",2006,-9999,-9999
"Italy",2007,-9999,-9999
"Italy",2008,-9999,-9999
"Italy",2009,-9999,-9999
"Jamaica",1990,-9999,-9999
"Jamaica",1995,-9999,-9999
"Jamaica",1996,-9999,-9999
"Jamaica",1997,-9999,-9999
"Jamaica",1998,-9999,-9999
"Jamaica",1999,-9999,-9999
"Jamaica",2000,-9999,-9999
"Jamaica",2001,-9999,-9999
"Jamaica",2002,-9999,-9999
"Jamaica",2003,-9999,-9999
